crate_name,input_data,output_data,task_category
datafusion-spark,"{""code_context"": ""use arrow::array::{ArrayRef, StringArray};\nuse arrow::datatypes::DataType;\nuse datafusion_common::{exec_err, Result, DataFusionError};\nuse datafusion_expr::ColumnarValue;\nuse std::sync::Arc;\nuse arrow::array::{as_int64_array, as_string_array, as_dictionary_array};\nuse arrow::datatypes::Int32Type;\n\nfn compute_hex(args: &[ColumnarValue], lowercase: bool) -> Result<ColumnarValue, DataFusionError> {\n    if args.len() != 1 {\n        return Err(DataFusionError::Internal(\""hex expects exactly one argument\"".to_string()));\n    }\n\n    let input = match &args[0] {\n        ColumnarValue::Scalar(value) => ColumnarValue::Array(value.to_array()?),\n        ColumnarValue::Array(_) => args[0].clone(),\n    };\n\n    match &input {\n        ColumnarValue::Array(array) => match array.data_type() {\n            DataType::Int64 => {\n                let array = as_int64_array(array)?;\n                let hexed_array: StringArray = array.iter().map(|v| v.map(hex_int64)).collect();\n                Ok(ColumnarValue::Array(Arc::new(hexed_array)))\n            }\n            DataType::Utf8 => {\n                let array = as_string_array(array);\n                let hexed: StringArray = array\n                    .iter()\n                    .map(|v| v.map(|b| hex_bytes(b, lowercase)).transpose())\n                    .collect::<Result<_, _>>()?;\n                Ok(ColumnarValue::Array(Arc::new(hexed)))\n            }\n            DataType::LargeUtf8 => {\n                let array = as_string_array(array);\n                let hexed: StringArray = array\n                    .iter()\n                    .map(|v| v.map(|b| hex_bytes(b, lowercase)).transpose())\n                    .collect::<Result<_, _>>()?;\n                Ok(ColumnarValue::Array(Arc::new(hexed)))\n            }\n            DataType::Binary => {\n                let array = as_string_array(array);\n                let hexed: StringArray = array\n                    .iter()\n                    .map(|v| v.map(|b| hex_bytes(b, lowercase)).transpose())\n                    .collect::<Result<_, _>>()?;\n                Ok(ColumnarValue::Array(Arc::new(hexed)))\n            }\n            DataType::Dictionary(_, value_type) => {\n                let dict = as_dictionary_array::<Int32Type>(&array);\n                let values = match **value_type {\n                    DataType::Int64 => as_int64_array(dict.values())?\n                        .iter()\n                        .map(|v| v.map(hex_int64))\n                        .collect::<Vec<_>>(),\n                    DataType::Utf8 => as_string_array(dict.values())\n                        .iter()\n                        .map(|v| v.map(|b| hex_bytes(b, lowercase)).transpose())\n                        .collect::<Result<_, _>>()?,\n                    _ => exec_err!(\""hex got an unexpected argument type: {:?}\"", array.data_type())?,\n                };\n                let new_values: Vec<Option<String>> = dict\n                    .keys()\n                    .iter()\n                    .map(|key| key.map(|k| values[k as usize].clone()).unwrap_or(None))\n                    .collect();\n                let string_array_values = StringArray::from(new_values);\n                Ok(ColumnarValue::Array(Arc::new(string_array_values)))\n            }\n            _ => exec_err!(\""hex got an unexpected argument type: {:?}\"", array.data_type()),\n        },\n        _ => exec_err!(\""native hex does not support scalar values at this time\""),\n    }\n}\n\nfn hex_int64(num: i64) -> String {\n    format!(\""{num:X}\"")\n}\n\nfn hex_encode<T: AsRef<[u8]>>(data: T, lower_case: bool) -> String {\n    let mut s = String::with_capacity(data.as_ref().len() * 2);\n    if lower_case {\n        for b in data.as_ref() {\n            write!(&mut s, \""{b:02x}\"").unwrap();\n        }\n    } else {\n        for b in data.as_ref() {\n            write!(&mut s, \""{b:02X}\"").unwrap();\n        }\n    }\n    s\n}\n\nfn hex_bytes<T: AsRef<[u8]>>(bytes: T, lowercase: bool) -> Result<String, std::fmt::Error> {\n    let hex_string = hex_encode(bytes, lowercase);\n    Ok(hex_string)\n}"", ""code_to_test"": ""pub fn spark_hex(args: &[ColumnarValue]) -> Result<ColumnarValue, DataFusionError> {\n    compute_hex(args, false)\n}"", ""test_context"": null}","{""test_cases"": [""#[test]\nfn test_dictionary_hex_utf8() {\n    let mut input_builder = StringDictionaryBuilder::<Int32Type>::new();\n    input_builder.append_value(\""hi\"");\n    input_builder.append_value(\""bye\"");\n    input_builder.append_null();\n    input_builder.append_value(\""rust\"");\n    let input = input_builder.finish();\n\n    let mut string_builder = StringBuilder::new();\n    string_builder.append_value(\""6869\"");\n    string_builder.append_value(\""627965\"");\n    string_builder.append_null();\n    string_builder.append_value(\""72757374\"");\n    let expected = string_builder.finish();\n\n    let columnar_value = ColumnarValue::Array(Arc::new(input));\n    let result = super::spark_hex(&[columnar_value]).unwrap();\n\n    let result = match result {\n        ColumnarValue::Array(array) => array,\n        _ => panic!(\""Expected array\""),\n    };\n\n    let result = as_string_array(&result);\n\n    assert_eq!(result, &expected);\n}"", ""#[test]\nfn test_dictionary_hex_int64() {\n    let mut input_builder = PrimitiveDictionaryBuilder::<Int32Type, Int64Type>::new();\n    input_builder.append_value(1);\n    input_builder.append_value(2);\n    input_builder.append_null();\n    input_builder.append_value(3);\n    let input = input_builder.finish();\n\n    let mut string_builder = StringBuilder::new();\n    string_builder.append_value(\""1\"");\n    string_builder.append_value(\""2\"");\n    string_builder.append_null();\n    string_builder.append_value(\""3\"");\n    let expected = string_builder.finish();\n\n    let columnar_value = ColumnarValue::Array(Arc::new(input));\n    let result = super::spark_hex(&[columnar_value]).unwrap();\n\n    let result = match result {\n        ColumnarValue::Array(array) => array,\n        _ => panic!(\""Expected array\""),\n    };\n\n    let result = as_string_array(&result);\n\n    assert_eq!(result, &expected);\n}"", ""#[test]\nfn test_dictionary_hex_binary() {\n    let mut input_builder = BinaryDictionaryBuilder::<Int32Type>::new();\n    input_builder.append_value(\""1\"");\n    input_builder.append_value(\""j\"");\n    input_builder.append_null();\n    input_builder.append_value(\""3\"");\n    let input = input_builder.finish();\n\n    let mut expected_builder = StringBuilder::new();\n    expected_builder.append_value(\""31\"");\n    expected_builder.append_value(\""6A\"");\n    expected_builder.append_null();\n    expected_builder.append_value(\""33\"");\n    let expected = expected_builder.finish();\n\n    let columnar_value = ColumnarValue::Array(Arc::new(input));\n    let result = super::spark_hex(&[columnar_value]).unwrap();\n\n    let result = match result {\n        ColumnarValue::Array(array) => array,\n        _ => panic!(\""Expected array\""),\n    };\n\n    let result = as_string_array(&result);\n\n    assert_eq!(result, &expected);\n}"", ""#[test]\nfn test_hex_int64() {\n    let num = 1234;\n    let hexed = super::hex_int64(num);\n    assert_eq!(hexed, \""4D2\"".to_string());\n\n    let num = -1;\n    let hexed = super::hex_int64(num);\n    assert_eq!(hexed, \""FFFFFFFFFFFFFFFF\"".to_string());\n}"", ""#[test]\nfn test_spark_hex_int64() {\n    let int_array = Int64Array::from(vec![Some(1), Some(2), None, Some(3)]);\n    let columnar_value = ColumnarValue::Array(Arc::new(int_array));\n\n    let result = super::spark_hex(&[columnar_value]).unwrap();\n    let result = match result {\n        ColumnarValue::Array(array) => array,\n        _ => panic!(\""Expected array\""),\n    };\n\n    let string_array = as_string_array(&result);\n    let expected_array = StringArray::from(vec![\n        Some(\""1\"".to_string()),\n        Some(\""2\"".to_string()),\n        None,\n        Some(\""3\"".to_string()),\n    ]);\n\n    assert_eq!(string_array, &expected_array);\n}""]}",test_generation
datafusion-spark,"{""code_context"": ""use arrow::array::{ArrayAccessor, ArrayIter, ArrayRef, Int32Array};\nuse arrow::datatypes::DataType;\nuse datafusion_common::{internal_err, Result, ScalarValue};\nuse datafusion_expr::ColumnarValue;\n\nfn calculate_ascii<'a, V>(array: V) -> Result<ArrayRef, ArrowError>\nwhere\n    V: ArrayAccessor<Item = &'a str>,\n{\n    let iter = ArrayIter::new(array);\n    let result = iter\n        .map(|string| {\n            string.map(|s| {\n                let mut chars = s.chars();\n                chars.next().map_or(0, |v| v as i32)\n            })\n        })\n        .collect::<Int32Array>();\n\n    Ok(Arc::new(result) as ArrayRef)\n}"", ""code_to_test"": ""pub fn ascii(args: &[ArrayRef]) -> Result<ArrayRef> {\n    match args[0].data_type() {\n        DataType::Utf8 => {\n            let string_array = args[0].as_string::<i32>();\n            Ok(calculate_ascii(string_array)?)\n        }\n        DataType::LargeUtf8 => {\n            let string_array = args[0].as_string::<i64>();\n            Ok(calculate_ascii(string_array)?)\n        }\n        DataType::Utf8View => {\n            let string_array = args[0].as_string_view();\n            Ok(calculate_ascii(string_array)?)\n        }\n        _ => internal_err!(\""Unsupported data type\""),\n    }\n}"", ""test_context"": null}","{""test_cases"": [""#[test]\nfn test_ascii_invoke() -> Result<()> {\n    test_ascii_string_invoke!(Some(String::from(\""x\"")), Ok(Some(120)));\n    test_ascii_string_invoke!(Some(String::from(\""a\"")), Ok(Some(97)));\n    test_ascii_string_invoke!(Some(String::from(\""\"")), Ok(Some(0)));\n    test_ascii_string_invoke!(Some(String::from(\""\\n\"")), Ok(Some(10)));\n    test_ascii_string_invoke!(Some(String::from(\""\\t\"")), Ok(Some(9)));\n    test_ascii_string_invoke!(None, Ok(None));\n\n    Ok(())\n}""]}",test_generation
convert_case,"{""query"": ""How can I convert a string to snake case using the convert_case crate?"", ""code_context"": null}","{""code_snippet"": ""use convert_case::{Case, Casing};\n\nfn main() {\n    let input = \""Hello World Example\"";\n    let result = input.to_case(Case::Snake);\n    println!(\""{}\"", result);\n}""}",code_search
convert_case,"{""query"": ""How do I convert a kebab‑case identifier to Title case?"", ""code_context"": null}","{""code_snippet"": ""use convert_case::{Case, Casing};\n\nfn main() {\n    let input = \""my-variable-name\"";\n    let result = input.from_case(Case::Kebab).to_case(Case::Title);\n    println!(\""{}\"", result);\n}""}",code_search
convert_case,"{""query"": ""How can I define a custom delimiter (dot) and convert a string to lower case with underscores?"", ""code_context"": null}","{""code_snippet"": ""use convert_case::{Boundary, Case, Casing, Converter};\n\nfn main() {\n    let conv = Converter::new()\n        .set_boundaries(&[Boundary::from_delim(\"".\"")])\n        .set_pattern(convert_case::pattern::lowercase)\n        .set_delim(\""_\"");\n    let result = conv.convert(\""my.custom.string\"");\n    println!(\""{}\"", result);\n}""}",code_search
convert_case,"{""query"": ""How do I convert a string containing an acronym to Pascal case while preserving the acronym?"", ""code_context"": null}","{""code_snippet"": ""use convert_case::{Case, Casing};\n\nfn main() {\n    let input = \""XMLHttpRequest\"";\n    let result = input.to_case(Case::Pascal);\n    println!(\""{}\"", result);\n}""}",code_search
convert_case,"{""query"": ""How can I remove digit‑letter boundaries when converting to snake case?"", ""code_context"": null}","{""code_snippet"": ""use convert_case::{Boundary, Case, Casing};\n\nfn main() {\n    let result = \""scale2D\""\n        .from_case(Case::Camel)\n        .without_boundaries(&Boundary::digits())\n        .to_case(Case::Snake);\n    println!(\""{}\"", result);\n}""}",code_search
fragile,"{""code"": ""value: ManuallyDrop::new(value),"", ""code_context"": ""use std::mem::ManuallyDrop;\nuse std::thread::ThreadId;\n\npub struct Fragile<T> {\n    value: ManuallyDrop<T>,\n    thread_id: ThreadId,\n}""}","{""commented_code"": ""// ManuallyDrop is necessary because we need to move out of here without running the Drop code in functions like `into_inner`.\nvalue: ManuallyDrop::new(value),""}",comment_generation
fragile,"{""code"": ""unsafe { ManuallyDrop::drop(&mut self.value) }"", ""code_context"": ""use std::mem::ManuallyDrop;\n\nimpl<T> Drop for Fragile<T> {\n    fn drop(&mut self) {\n        if std::mem::needs_drop::<T>() {\n            if self.is_valid() {\n                // SAFETY: `ManuallyDrop::drop` cannot be called after this point.\n                unsafe { ManuallyDrop::drop(&mut self.value) };\n            } else {\n                panic!(\""destructor of fragile object ran on wrong thread\"");\n            }\n        }\n    }\n}\n\nimpl<T> Fragile<T> {\n    fn is_valid(&self) -> bool { true }\n}""}","{""commented_code"": ""// SAFETY: `ManuallyDrop::drop` cannot be called after this point.\nunsafe { ManuallyDrop::drop(&mut self.value) }""}",comment_generation
fragile,"{""code"": ""drop(unsafe { Box::from_raw(ptr) });"", ""code_context"": ""mod registry {\n    pub struct Entry {\n        pub ptr: *mut (),\n        pub drop: unsafe fn(*mut ()),\n    }\n}\n\nfn example<T>(value: T) {\n    let entry = registry::Entry {\n        ptr: Box::into_raw(Box::new(value)).cast(),\n        drop: |ptr| {\n            let ptr = ptr.cast::<T>();\n            // SAFETY: This callback will only be called once, with the above pointer.\n            drop(unsafe { Box::from_raw(ptr) });\n        },\n    };\n    let _ = entry;\n}""}","{""commented_code"": ""// SAFETY: This callback will only be called once, with the above pointer.\ndrop(unsafe { Box::from_raw(ptr) });""}",comment_generation
fragile,"{""code_before"": ""pub fn get(&self) -> &T {\n    self.assert_thread();\n    &self.value\n}\n\npub fn get_mut(&mut self) -> &mut T {\n    self.assert_thread();\n    &mut self.value\n}"", ""code_context"": ""use std::mem::ManuallyDrop;\nuse std::thread;\nuse crate::errors::InvalidThreadAccess;\n\npub struct Fragile<T> {\n    value: ManuallyDrop<T>,\n    thread_id: std::thread::ThreadId,\n}\n\nimpl<T> Fragile<T> {\n    pub fn is_valid(&self) -> bool {\n        thread::current().id() == self.thread_id\n    }\n\n    #[track_caller]\n    fn assert_thread(&self) {\n        if !self.is_valid() {\n            panic!(\""trying to access wrapped value in fragile container from incorrect thread.\"");\n        }\n    }\n\n    // --- original buggy getters ---\n    // pub fn get(&self) -> &T {\n    //     self.assert_thread();\n    //     &self.value\n    // }\n    //\n    // pub fn get_mut(&mut self) -> &mut T {\n    //     self.assert_thread();\n    //     &mut self.value\n    // }\n\n    // --- corrected getters (shown in the data point) ---\n    // pub fn get(&self) -> &T {\n    //     self.assert_thread();\n    //     &*self.value\n    // }\n    //\n    // pub fn get_mut(&mut self) -> &mut T {\n    //     self.assert_thread();\n    //     &mut *self.value\n    // }\n\n    pub fn try_get(&self) -> Result<&T, InvalidThreadAccess> {\n        if self.is_valid() {\n            Ok(&*self.value)\n        } else {\n            Err(InvalidThreadAccess)\n        }\n    }\n\n    pub fn try_get_mut(&mut self) -> Result<&mut T, InvalidThreadAccess> {\n        if self.is_valid() {\n            Ok(&mut *self.value)\n        } else {\n            Err(InvalidThreadAccess)\n        }\n    }\n}""}","{""code_after"": ""pub fn get(&self) -> &T {\n    self.assert_thread();\n    &*self.value\n}\n\npub fn get_mut(&mut self) -> &mut T {\n    self.assert_thread();\n    &mut *self.value\n}"", ""review_comment"": ""The original `get` and `get_mut` returned references to the `ManuallyDrop<T>` field, which does not match the declared return type `&T`/`&mut T`. Dereferencing the `ManuallyDrop` (`&*self.value` and `&mut *self.value`) yields the actual inner value, fixing the type mismatch and preventing potential misuse of the wrapper type.""}",code_review
fragile,"{""code_before"": ""pub fn into_inner(self) -> T {\n    self.assert_thread();\n\n    let mut this = ManuallyDrop::new(self);\n\n    // SAFETY: `this` is not accessed beyond this point, and because it's in a ManuallyDrop its\n    // destructor is not run.\n    unsafe { ManuallyDrop::take(&mut this.value) }\n}"", ""code_context"": ""use std::mem::ManuallyDrop;\nuse std::thread;\nuse crate::errors::InvalidThreadAccess;\n\npub struct Fragile<T> {\n    value: ManuallyDrop<T>,\n    thread_id: std::thread::ThreadId,\n}\n\nimpl<T> Fragile<T> {\n    pub fn is_valid(&self) -> bool {\n        thread::current().id() == self.thread_id\n    }\n\n    #[track_caller]\n    fn assert_thread(&self) {\n        if !self.is_valid() {\n            panic!(\""trying to access wrapped value in fragile container from incorrect thread.\"");\n        }\n    }\n\n    pub fn into_inner(self) -> T {\n        self.assert_thread();\n        // original version (shown in the data point) used an extra ManuallyDrop wrapper.\n        // unsafe { ManuallyDrop::take(&mut ManuallyDrop::new(self).value) }\n        // simplified version (shown in the data point):\n        unsafe { ManuallyDrop::into_inner(self.value) }\n    }\n\n    pub fn get(&self) -> &T {\n        self.assert_thread();\n        &*self.value\n    }\n\n    pub fn get_mut(&mut self) -> &mut T {\n        self.assert_thread();\n        &mut *self.value\n    }\n}""}","{""code_after"": ""pub fn into_inner(self) -> T {\n    self.assert_thread();\n    // SAFETY: `self` is consumed, so we can safely extract the inner value.\n    unsafe { ManuallyDrop::into_inner(self.value) }\n}"", ""review_comment"": ""The original implementation created an extra `ManuallyDrop` wrapper around `self` and then used `ManuallyDrop::take`. Since `self` is already being moved, we can directly call `ManuallyDrop::into_inner` on the `value` field, eliminating unnecessary allocation and making the code clearer.""}",code_review
fragile,"{""code_before"": ""pub fn is_valid(&self) -> bool {\n    thread::current().id() == self.thread_id\n}"", ""code_context"": ""use std::thread;\n\npub struct Fragile<T> {\n    value: std::mem::ManuallyDrop<T>,\n    thread_id: std::thread::ThreadId,\n}\n\nimpl<T> Fragile<T> {\n    #[inline]\n    pub fn is_valid(&self) -> bool {\n        thread::current().id() == self.thread_id\n    }\n\n    #[track_caller]\n    fn assert_thread(&self) {\n        if !self.is_valid() {\n            panic!(\""trying to access wrapped value in fragile container from incorrect thread.\"");\n        }\n    }\n}""}","{""code_after"": ""#[inline]\npub fn is_valid(&self) -> bool {\n    thread::current().id() == self.thread_id\n}"", ""review_comment"": ""Marking `is_valid` with `#[inline]` hints the compiler to inline this tiny, frequently called function, reducing call overhead and potentially enabling further optimizations in hot paths.""}",code_review
quanta,"{""code"": ""impl Instant {\\n    pub fn now() -> Instant {\\n        crate::get_now()\\n    }\\n}"", ""code_context"": ""pub struct Instant(pub(crate) u64);""}","{""docstring"": ""Gets the current time, scaled to reference time.\\n\\nThis method depends on a lazily initialized global clock, which can take up to 200ms to initialize and calibrate itself.\\n\\nThis method is the spiritual equivalent of [`Instant::now`][instant_now].  It is guaranteed to return a monotonically increasing value.\\n\\n[instant_now]: std::time::Instant::now""}",docstring_generation
quanta,"{""code"": ""impl Instant {\\n    pub fn recent() -> Instant {\\n        crate::get_recent()\\n    }\\n}"", ""code_context"": ""pub struct Instant(pub(crate) u64);""}","{""docstring"": ""Gets the most recent current time, scaled to reference time.\\n\\nThis method provides ultra-low-overhead access to a slightly-delayed version of the current time.  Instead of querying the underlying source clock directly, a shared, global value is read directly without the need to scale to reference time.\\n\\nThe value is updated by running an \\\""upkeep\\\"" thread or by calling [`set_recent`][set_recent].\\n\\nIf the upkeep thread has not been started, or no value has been set manually, a lazily initialized global clock will be used to get the current time.  This clock can take up to 200ms to initialize and calibrate itself.\\n\\n[set_recent]: crate::set_recent""}",docstring_generation
quanta,"{""code"": ""impl Instant {\\n    pub fn duration_since(&self, earlier: Instant) -> Duration {\\n        self.checked_duration_since(earlier).unwrap_or_default()\\n    }\\n}"", ""code_context"": ""pub struct Instant(pub(crate) u64);""}","{""docstring"": ""Returns the amount of time elapsed from another instant to this one.\\n\\n# Panics\\n\\nPrevious versions of this method panicked when earlier was later than `self`. Currently, this method saturates to zero. Future versions may reintroduce the panic in some circumstances. See [Monotonicity].\\n\\n[Monotonicity]: Instant#monotonicity\\n\\n# Examples\\n\\n```no_run\\nuse quanta::Clock;\\nuse std::time::Duration;\\nuse std::thread::sleep;\\n\\nlet mut clock = Clock::new();\\nlet now = clock.now();\\nsleep(Duration::new(1, 0));\\nlet new_now = clock.now();\\nprintln!(\""{:?}\"", new_now.duration_since(now));\\n```""}",docstring_generation
datafusion-catalog-listing,"{""buggy_code"": ""pub fn expr_applicable_for_cols(col_names: &[&str], expr: &Expr) -> bool {\n    let mut is_applicable = true;\n    expr.apply(|expr| match expr {\n        Expr::Column(Column { ref name, .. }) => {\n            is_applicable &= col_names.contains(&name.as_str());\n            if is_applicable {\n                Ok(TreeNodeRecursion::Jump)\n            } else {\n                Ok(TreeNodeRecursion::Stop)\n            }\n        }\n        // other variants are treated as Continue\n        Expr::Literal(_, _)\n        | Expr::Alias(_)\n        | Expr::OuterReferenceColumn(_, _)\n        | Expr::ScalarVariable(_, _)\n        | Expr::Not(_)\n        | Expr::IsNotNull(_)\n        | Expr::IsNull(_)\n        | Expr::IsTrue(_)\n        | Expr::IsFalse(_)\n        | Expr::IsUnknown(_)\n        | Expr::IsNotTrue(_)\n        | Expr::IsNotFalse(_)\n        | Expr::IsNotUnknown(_)\n        | Expr::Negative(_)\n        | Expr::Cast(_)\n        | Expr::TryCast(_)\n        | Expr::BinaryExpr(_)\n        | Expr::Between(_)\n        | Expr::Like(_)\n        | Expr::SimilarTo(_)\n        | Expr::InList(_)\n        | Expr::Exists(_)\n        | Expr::InSubquery(_)\n        | Expr::ScalarSubquery(_)\n        | Expr::GroupingSet(_)\n        | Expr::Case(_) => Ok(TreeNodeRecursion::Continue),\n        Expr::ScalarFunction(scalar_function) => {\n            match scalar_function.func.signature().volatility {\n                Volatility::Immutable => Ok(TreeNodeRecursion::Continue),\n                Volatility::Stable | Volatility::Volatile => {\n                    is_applicable = false;\n                    Ok(TreeNodeRecursion::Stop)\n                }\n            }\n        }\n        // TODO other expressions are not handled yet:\n        // - AGGREGATE and WINDOW should not end up in filter conditions, except maybe in some edge cases\n        // - Can `Wildcard` be considered as a `Literal`?\n        // - ScalarVariable could be `applicable`, but that would require access to the context\n        // TODO: remove the next line after `Expr::Wildcard` is removed\n        #[expect(deprecated)]\n        Expr::AggregateFunction { .. }\n        | Expr::WindowFunction { .. }\n        | Expr::Wildcard { .. }\n        | Expr::Unnest { .. }\n        | Expr::Placeholder(_) => {\n            is_applicable = false;\n            Ok(TreeNodeRecursion::Stop)\n        }\n    })\n    .unwrap();\n    is_applicable\n}"", ""code_context"": null}","{""fixed_code"": ""pub fn expr_applicable_for_cols(col_names: &[&str], expr: &Expr) -> bool {\n    let mut is_applicable = true;\n    expr.apply(|expr| match expr {\n        Expr::Column(Column { ref name, .. }) => {\n            is_applicable &= col_names.contains(&name.as_str());\n            if is_applicable {\n                Ok(TreeNodeRecursion::Jump)\n            } else {\n                Ok(TreeNodeRecursion::Stop)\n            }\n        }\n        // Expressions that do not depend on columns are always applicable\n        Expr::Literal(_, _)\n        | Expr::Alias(_)\n        | Expr::OuterReferenceColumn(_, _)\n        | Expr::ScalarVariable(_, _)\n        | Expr::Not(_)\n        | Expr::IsNotNull(_)\n        | Expr::IsNull(_)\n        | Expr::IsTrue(_)\n        | Expr::IsFalse(_)\n        | Expr::IsUnknown(_)\n        | Expr::IsNotTrue(_)\n        | Expr::IsNotFalse(_)\n        | Expr::IsNotUnknown(_)\n        | Expr::Negative(_)\n        | Expr::Cast(_)\n        | Expr::TryCast(_)\n        | Expr::BinaryExpr(_)\n        | Expr::Between(_)\n        | Expr::Like(_)\n        | Expr::SimilarTo(_)\n        | Expr::InList(_)\n        | Expr::Exists(_)\n        | Expr::InSubquery(_)\n        | Expr::ScalarSubquery(_)\n        | Expr::GroupingSet(_)\n        | Expr::Case(_) => Ok(TreeNodeRecursion::Continue),\n        Expr::ScalarFunction(scalar_function) => {\n            match scalar_function.func.signature().volatility {\n                Volatility::Immutable => Ok(TreeNodeRecursion::Continue),\n                Volatility::Stable | Volatility::Volatile => {\n                    is_applicable = false;\n                    Ok(TreeNodeRecursion::Stop)\n                }\n            }\n        }\n        // Explicitly reject wildcard and other unsupported expressions\n        Expr::Wildcard { .. } => {\n            is_applicable = false;\n            Ok(TreeNodeRecursion::Stop)\n        }\n        // TODO other expressions are not handled yet:\n        #[expect(deprecated)]\n        Expr::AggregateFunction { .. }\n        | Expr::WindowFunction { .. }\n        | Expr::Unnest { .. }\n        | Expr::Placeholder(_) => {\n            is_applicable = false;\n            Ok(TreeNodeRecursion::Stop)\n        }\n    })\n    .unwrap();\n    is_applicable\n}"", ""bug_description"": ""The original `expr_applicable_for_cols` treats a wildcard expression (`Expr::Wildcard`) as a generic case that falls through to the \""continue\"" branch. This incorrectly marks a filter containing a wildcard as applicable, allowing the planner to push down a filter that cannot be evaluated using only the listed partition columns. The fix adds an explicit match arm for `Expr::Wildcard` that sets `is_applicable` to false and stops traversal, ensuring only truly column‑only expressions are considered applicable.""}",bug_detection
datafusion-catalog-listing,"{""buggy_code"": ""pub fn split_files(\n    mut partitioned_files: Vec<PartitionedFile>,\n    n: usize,\n) -> Vec<Vec<PartitionedFile>> {\n    if partitioned_files.is_empty() {\n        return vec![];\n    }\n\n    // ObjectStore::list does not guarantee any consistent order and for some\n    // implementations such as LocalFileSystem, it may be inconsistent. Thus\n    // Sort files by path to ensure consistent plans when run more than once.\n    partitioned_files.sort_by(|a, b| a.path().cmp(b.path()));\n\n    // effectively this is div with rounding up instead of truncating\n    let chunk_size = partitioned_files.len().div_ceil(n);\n    let mut chunks = Vec::with_capacity(n);\n    let mut current_chunk = Vec::with_capacity(chunk_size);\n    for file in partitioned_files.drain(..) {\n        current_chunk.push(file);\n        if current_chunk.len() == chunk_size {\n            let full_chunk =\n                mem::replace(&mut current_chunk, Vec::with_capacity(chunk_size));\n            chunks.push(full_chunk);\n        }\n    }\n\n    if !current_chunk.is_empty() {\n        chunks.push(current_chunk)\n    }\n\n    chunks\n}"", ""code_context"": null}","{""fixed_code"": ""pub fn split_files(\n    mut partitioned_files: Vec<PartitionedFile>,\n    n: usize,\n) -> Vec<Vec<PartitionedFile>> {\n    // Guard against division by zero – an empty `n` means no splitting.\n    if n == 0 {\n        return vec![];\n    }\n\n    if partitioned_files.is_empty() {\n        return vec![];\n    }\n\n    // ObjectStore::list does not guarantee any consistent order and for some\n    // implementations such as LocalFileSystem, it may be inconsistent. Thus\n    // Sort files by path to ensure consistent plans when run more than once.\n    // Clone the vector to avoid mutating the caller's data.\n    let mut files = partitioned_files.clone();\n    files.sort_by(|a, b| a.path().cmp(b.path()));\n\n    // effectively this is div with rounding up instead of truncating\n    let chunk_size = files.len().div_ceil(n);\n    let mut chunks = Vec::with_capacity(n);\n    let mut current_chunk = Vec::with_capacity(chunk_size);\n    for file in files.into_iter() {\n        current_chunk.push(file);\n        if current_chunk.len() == chunk_size {\n            let full_chunk =\n                mem::replace(&mut current_chunk, Vec::with_capacity(chunk_size));\n            chunks.push(full_chunk);\n        }\n    }\n\n    if !current_chunk.is_empty() {\n        chunks.push(current_chunk);\n    }\n\n    chunks\n}"", ""bug_description"": ""When `n` is zero the original implementation calls `partitioned_files.len().div_ceil(0)`, which panics due to division by zero. Additionally, the function mutates the caller‑provided `partitioned_files` vector by sorting and draining it, which is surprising side‑effect behavior. The fix adds an early return for `n == 0` and works on a cloned, sorted copy of the input, preserving the original vector.""}",bug_detection
